,Unnamed: 0,id,raw_text,mentions_location,text,relevant,mentions_impact,tokens,locations
743,2586,1397881927668011008,Sala–Linköping (Tåg) Förseningar i tågtrafiken pga översvämning. Flen https://t.co/vvAkHHdLAN,1,sala–linköping train delays train traffic flooding flen,1,1,"[{'entity': 'LOC', 'score': 0.99016285, 'index': 1, 'word': 'Sala', 'start': 0, 'end': 4}, {'entity': 'LOC', 'score': 0.99919575, 'index': 3, 'word': 'Linköping', 'start': 5, 'end': 14}, {'entity': 'LOC', 'score': 0.998533, 'index': 17, 'word': 'Flen', 'start': 65, 'end': 69}]","{'Sala': {'ner_score': 0.99016285, 'swedish_loc_info': {'place_id': 297676009, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 369508, 'boundingbox': ['59.7552963', '60.1950497', '16.0923952', '16.8370414'], 'lat': '59.966667', 'lon': '16.6', 'display_name': 'Sala kommun, Västmanland County, Sweden', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5386504519870678, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png', 'extratags': {'KNKOD': '1981', 'gns_uni': '-3457938', 'ref:scb': '1981', 'wikidata': 'Q37399', 'wikipedia': 'sv:Sala kommun', 'linked_place': 'municipality', 'gns_classification': 'ADM2'}}}, 'Linköping': {'ner_score': 0.99919575, 'swedish_loc_info': {'place_id': 108334, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 20975578, 'boundingbox': ['58.2498135', '58.5698135', '15.4645252', '15.7845252'], 'lat': '58.4098135', 'lon': '15.6245252', 'display_name': 'Linköping, Linköpings kommun, Östergötland County, 582 23, Sweden', 'class': 'place', 'type': 'city', 'importance': 0.670756390012792, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_city.p.20.png', 'extratags': {'capital': '5', 'website': 'https://www.linkoping.se/', 'wikidata': 'Q25413', 'wikipedia': 'sv:Linköping', 'population': '114582', 'ref:se:scb': '1152', 'ref:se:pts:postort': 'LINKÖPING'}}}, 'Flen': {'ner_score': 0.998533, 'swedish_loc_info': {'place_id': 298216186, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 935683, 'boundingbox': ['58.8728476', '59.2388276', '16.4177155', '17.0405245'], 'lat': '59.05', 'lon': '16.716667', 'display_name': 'Flens kommun, Södermanland County, Sweden', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5439631659173516, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png', 'extratags': {'KNKOD': '0482', 'KNBEF96': '17237', 'gns_uni': '-3414852', 'ref:scb': '0482', 'KOD77_79': '0482', 'KOD80_82': '0482', 'KOD83_91': '0482', 'KOD92_94': '0482', 'KOD95_96': '0482', 'KOD97_97': '0482', 'KOD98_98': '0482', 'wikidata': 'Q27982', 'wikipedia': 'sv:Flens kommun', 'LANDAREAKM': '715.50', 'linked_place': 'municipality', 'gns_classification': 'ADM2'}}}}"
744,2588,1397872543961387008,Lv 888 Misäter–Nybygget (Trafikstörning) Vägen avstängd. Översvämning. https://t.co/Z2zvJzGFR5,1,lv misäter–nybygget traffic disruption road closed flood,1,1,"[{'entity': 'LOC', 'score': 0.75107944, 'index': 8, 'word': 'Nybygget', 'start': 15, 'end': 17}]","{'Nybygget': {'ner_score': 0.75107944, 'swedish_loc_info': {'place_id': 49969853, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4340738943, 'boundingbox': ['58.7080152', '58.7081152', '15.2766451', '15.2767451'], 'lat': '58.7080652', 'lon': '15.2766951', 'display_name': 'Nybygget, Motala kommun, Östergötland County, Sweden', 'class': 'natural', 'type': 'peak', 'importance': 0.41000000000000003, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_peak.p.20.png', 'extratags': {'ele': '110'}}}}"
745,2591,1397866979902492676,Lv 960 Jäders Kyrka till Fässlinge i båda riktningarna. (Trafikstörning) Mycket svårt att passera. Översvämning. https://t.co/loSyyJ7vo5,1,lv jäders church fässlinge directions traffic disruption very difficult pass flood,1,1,"[{'entity': 'PER', 'score': 0.35857984, 'index': 4, 'word': 'Jäders', 'start': 7, 'end': 8}, {'entity': 'PER', 'score': 0.49409235, 'index': 7, 'word': 'Kyrka', 'start': 14, 'end': 18}, {'entity': 'LOC', 'score': 0.9994374, 'index': 10, 'word': 'Fässlinge', 'start': 25, 'end': 26}]","{'Fässlinge': {'ner_score': 0.9994374, 'swedish_loc_info': {'place_id': 77888598, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7444961330, 'boundingbox': ['59.3953081', '59.4353081', '16.6717922', '16.7117922'], 'lat': '59.4153081', 'lon': '16.6917922', 'display_name': 'Fässlinge, Eskilstuna, Eskilstuna kommun, Södermanland County, 635 06, Sweden', 'class': 'place', 'type': 'hamlet', 'importance': 0.36, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {}}}}"
746,2593,1397864350610821121,En favorit i repris i dessa dagar: Gröna lösningar gav skydd mot #översvämning: https://t.co/BPBZfPOY5b #dagvatten #gröninfrastruktur #hållbarstad @slu https://t.co/zeVCLx6YID,0,a favorite repeat days green solutions provided protection flooding stormwater greeninfrastructure hållbarstad,1,0,"[{'entity': 'TME', 'score': 0.9970906, 'index': 5, 'word': 'i', 'start': 20, 'end': 21}, {'entity': 'TME', 'score': 0.996908, 'index': 6, 'word': 'dessa', 'start': 22, 'end': 27}, {'entity': 'TME', 'score': 0.9973252, 'index': 7, 'word': 'dagar', 'start': 28, 'end': 33}]",{}
747,2594,1397862137909944321,Lv 560 Österhaninge–Årsta havsbad (Trafikstörning) Vägen avstängd. Översvämning https://t.co/jbNAICNHOm,1,lv österhaninge–årsta havsbad traffic disruption road closed flood,1,1,"[{'entity': 'LOC', 'score': 0.9958519, 'index': 4, 'word': 'Österhaninge', 'start': 7, 'end': 12}, {'entity': 'LOC', 'score': 0.99504673, 'index': 7, 'word': 'Årsta', 'start': 20, 'end': 25}, {'entity': 'LOC', 'score': 0.9788165, 'index': 8, 'word': 'havsbad', 'start': 26, 'end': 31}]","{'Österhaninge': {'ner_score': 0.9958519, 'swedish_loc_info': {'place_id': 19726033, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2235762199, 'boundingbox': ['59.1174727', '59.1374727', '18.1566192', '18.1766192'], 'lat': '59.1274727', 'lon': '18.1666192', 'display_name': 'Österhaninge, Hässlingby, Jordbro, Haninge kommun, Stockholm County, 137 95, Sweden', 'class': 'place', 'type': 'locality', 'importance': 0.41277870789687054, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {'wikidata': 'Q4582135', 'ref:se:pts:postort': 'ÖSTERHANINGE'}}}, 'Årsta': {'ner_score': 0.99504673, 'swedish_loc_info': {'place_id': 662519, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 254418058, 'boundingbox': ['59.2764776', '59.3164776', '18.0328626', '18.0728626'], 'lat': '59.2964776', 'lon': '18.0528626', 'display_name': 'Årsta, Enskede-Årsta-Vantörs stadsdelsområde, Stockholm, Stockholms kommun, Stockholm County, 120 52, Sweden', 'class': 'place', 'type': 'suburb', 'importance': 0.385, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {'ref:se:pts:postort': 'ÅRSTA'}}}, 'havsbad': {'ner_score': 0.9788165, 'swedish_loc_info': {'place_id': 216965376, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 511771072, 'boundingbox': ['57.3469004', '57.3493794', '12.120637', '12.1240705'], 'lat': '57.348143199999996', 'lon': '12.122262572817025', 'display_name': 'Åsa Camping och Havsbad, Stora Badviksvägen, Åsa, Kungsbacka kommun, Halland County, 439 53, Sweden', 'class': 'tourism', 'type': 'camp_site', 'importance': 0.4477242698185009, 'extratags': {'operator': 'Peter Angergård', 'wikidata': 'Q1895807', 'wikipedia': 'sv:Åsa, Kungsbacka kommun', 'wheelchair': 'yes', 'description': 'Campingplats för Husvagnar, Tält, Husbilar, finns även ett mindre vandrarhem', 'contact:email': 'info@asacamping.se', 'contact:phone': '+46 (0) 340 21 95 90', 'contact:website': 'http://asacamping.se/index.php/sv/contact', 'internet_access': 'wlan', 'internet_access:fee': 'no'}}}}"
748,2595,1397860194470739972,Lv 561 Österhaningevägen (Trafikstörning) Vägen helt avstängd. Översvämning Österhaninge kyrka–lv 227 https://t.co/o8or9Biem4,1,lv österhaningevägen traffic disturbance the road completely closed flood österhaninge church–lv,1,1,"[{'entity': 'LOC', 'score': 0.99876153, 'index': 5, 'word': 'Österhaningevägen', 'start': 7, 'end': 12}, {'entity': 'LOC', 'score': 0.9985025, 'index': 20, 'word': 'Österhaninge', 'start': 76, 'end': 81}, {'entity': 'LOC', 'score': 0.99882907, 'index': 22, 'word': 'kyrka', 'start': 89, 'end': 94}]","{'Österhaningevägen': {'ner_score': 0.99876153, 'swedish_loc_info': {'place_id': 291851313, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1028684538, 'boundingbox': ['59.1220883', '59.1221096', '18.1321061', '18.1337732'], 'lat': '59.1221096', 'lon': '18.1321061', 'display_name': 'Österhaningevägen, Åbrunna, Jordbro, Haninge kommun, Stockholm County, 137 64, Sweden', 'class': 'highway', 'type': 'secondary', 'importance': 0.21, 'extratags': {'lanes': '2', 'oneway': 'yes', 'surface': 'asphalt', 'maxspeed': '70', 'placement': 'middle_of:2', 'turn:lanes': 'left|through', 'maxspeed:type': 'sign'}}}, 'Österhaninge': {'ner_score': 0.9985025, 'swedish_loc_info': {'place_id': 19726033, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2235762199, 'boundingbox': ['59.1174727', '59.1374727', '18.1566192', '18.1766192'], 'lat': '59.1274727', 'lon': '18.1666192', 'display_name': 'Österhaninge, Hässlingby, Jordbro, Haninge kommun, Stockholm County, 137 95, Sweden', 'class': 'place', 'type': 'locality', 'importance': 0.41277870789687054, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {'wikidata': 'Q4582135', 'ref:se:pts:postort': 'ÖSTERHANINGE'}}}, 'kyrka': {'ner_score': 0.99882907, 'swedish_loc_info': {'place_id': 56152225, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4944563022, 'boundingbox': ['59.2563587', '59.2564587', '18.0820626', '18.0821626'], 'lat': '59.2564087', 'lon': '18.0821126', 'display_name': 'Kyrka, Hökarängsplan, Tobaksområdet, Hökarängen, Farsta stadsdelsområde, Stockholms kommun, Stockholm County, 123 59, Sweden', 'class': 'tourism', 'type': 'artwork', 'importance': 0.10010000000000001, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/tourist_art_gallery2.p.20.png', 'extratags': {'url': 'https://commons.wikimedia.org/wiki/File:Kyrka-Ernst_Billgren-20080824.jpg', 'artist_name': 'Ernst Billgren', 'artwork_type': 'sculpture'}}}}"
749,2596,1397855455452479488,Nog var det översvämning… https://t.co/CGmnCLk4D3 on @bloglovin,0,probably flooding…,1,0,[],{}
750,2597,1397855384946216963,Lv 230 Eskilstuna (Trafikstörning) Vägen helt avstängd pga översvämning. Prognos: 16:00 2/6. Stora rondellen Västerleden/Västeråsvägen–rondellen Västerleden/Mått Johansson. https://t.co/gxhmu670pJ,1,lv eskilstuna traffic disturbance the road completely closed flooding forecast    large roundabout västerledenvästeråsvägen–roundabout västerledenmått johansson,1,1,"[{'entity': 'LOC', 'score': 0.9990484, 'index': 4, 'word': 'Eskilstuna', 'start': 7, 'end': 17}, {'entity': 'LOC', 'score': 0.61599433, 'index': 27, 'word': 'rondellen', 'start': 99, 'end': 103}, {'entity': 'LOC', 'score': 0.9976987, 'index': 29, 'word': 'Västerleden', 'start': 109, 'end': 115}, {'entity': 'LOC', 'score': 0.997505, 'index': 32, 'word': 'Västeråsvägen', 'start': 121, 'end': 129}, {'entity': 'LOC', 'score': 0.99708515, 'index': 37, 'word': 'Västerleden', 'start': 145, 'end': 151}, {'entity': 'PER', 'score': 0.92086834, 'index': 40, 'word': 'Mått', 'start': 157, 'end': 161}, {'entity': 'PER', 'score': 0.99793774, 'index': 41, 'word': 'Johansson', 'start': 162, 'end': 171}]","{'Eskilstuna': {'ner_score': 0.9990484, 'swedish_loc_info': {'place_id': 140975, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 28898845, 'boundingbox': ['59.2117379', '59.5317379', '16.3451474', '16.6651474'], 'lat': '59.3717379', 'lon': '16.5051474', 'display_name': 'Eskilstuna, Eskilstuna kommun, Södermanland County, 632 27, Sweden', 'class': 'place', 'type': 'city', 'importance': 0.6365410406677983, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_city.p.20.png', 'extratags': {'capital': '7', 'wikidata': 'Q26498', 'wikipedia': 'sv:Eskilstuna', 'population': '105924', 'ref:se:scb': '0740', 'ref:se:pts:postort': 'ESKILSTUNA'}}}, 'rondellen': {'ner_score': 0.61599433, 'swedish_loc_info': {'place_id': 164405375, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 238919181, 'boundingbox': ['55.6422788', '55.6456567', '13.2315184', '13.2371287'], 'lat': '55.64390095', 'lon': '13.233688519577147', 'display_name': 'Rondellen, Staffanstorp, Staffanstorps kommun, Skåne County, Sweden', 'class': 'landuse', 'type': 'retail', 'importance': 0.29999999999999993, 'extratags': {}}}, 'Västerleden': {'ner_score': 0.99708515, 'swedish_loc_info': {'place_id': 109888579, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 23364763, 'boundingbox': ['59.2616807', '59.2658462', '15.1699272', '15.1737489'], 'lat': '59.2638721', 'lon': '15.172075', 'display_name': 'Västerleden, Västhaga, Örebro, Örebro kommun, Örebro County, 702 27, Sweden', 'class': 'highway', 'type': 'motorway', 'importance': 0.21, 'extratags': {'lit': 'yes', 'lanes': '2', 'width': '11.5', 'hazmat': 'designated', 'oneway': 'yes', 'surface': 'asphalt', 'maxspeed': '90', 'maxweight': '74'}}}, 'Västeråsvägen': {'ner_score': 0.997505, 'swedish_loc_info': {'place_id': 290789171, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1021093082, 'boundingbox': ['59.6780865', '59.6783726', '16.5962854', '16.5972375'], 'lat': '59.6782231', 'lon': '16.5967487', 'display_name': 'Västeråsvägen, Alvesta, Västerås, Västerås kommun, Västmanland County, 722 31, Sweden', 'class': 'highway', 'type': 'secondary', 'importance': 0.21, 'extratags': {'width': '6.5', 'hazmat': 'designated', 'surface': 'asphalt', 'maxspeed': '70', 'maxweight': '64', 'priority_road': 'designated'}}}}"
751,2600,1397851997739626497,Hundratals larm om översvämningar i Stockholms län - https://t.co/AYMKBCCjZb https://t.co/6YM5ZHhWSY,1,hundreds alerts floods stockholm county ,1,0,"[{'entity': 'LOC', 'score': 0.99879044, 'index': 6, 'word': 'Stockholms', 'start': 36, 'end': 46}, {'entity': 'LOC', 'score': 0.9982237, 'index': 7, 'word': 'län', 'start': 47, 'end': 50}]","{'Stockholms': {'ner_score': 0.99879044, 'swedish_loc_info': {}}, 'län': {'ner_score': 0.9982237, 'swedish_loc_info': {'place_id': 56728391, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5039970979, 'boundingbox': ['59.8302913', '59.8303913', '16.9107805', '16.9108805'], 'lat': '59.8303413', 'lon': '16.9108305', 'display_name': 'Lan, Enköpings kommun, Uppsala County, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.19999999999999996, 'extratags': {}}}}"
752,2602,1397850223871938561,Lv 219 Vagnhärad–Nyköping (Trafikstörning) Svårt att passera. Översvämning. Sandarne–Helgö i båda riktningarna. https://t.co/xmn5F8tP2Q,1,lv vagnhärad–nyköping traffic disturbance difficult pass flood sandarne–helgö directions,1,1,"[{'entity': 'LOC', 'score': 0.9990274, 'index': 4, 'word': 'Vagnhärad', 'start': 7, 'end': 11}, {'entity': 'LOC', 'score': 0.9996604, 'index': 7, 'word': 'Nyköping', 'start': 17, 'end': 25}, {'entity': 'LOC', 'score': 0.9755491, 'index': 21, 'word': 'Sandarne', 'start': 76, 'end': 80}, {'entity': 'LOC', 'score': 0.6367113, 'index': 24, 'word': 'Helgö', 'start': 85, 'end': 89}]","{'Vagnhärad': {'ner_score': 0.9990274, 'swedish_loc_info': {'place_id': 295122, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 112026292, 'boundingbox': ['58.9268803', '58.9668803', '17.4755923', '17.5155923'], 'lat': '58.9468803', 'lon': '17.4955923', 'display_name': 'Vagnhärad, Trosa kommun, Södermanland County, 610 70, Sweden', 'class': 'place', 'type': 'village', 'importance': 0.385, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {'ref:se:scb': '0896', 'ref:se:pts:postort': 'VAGNHÄRAD'}}}, 'Nyköping': {'ner_score': 0.9996604, 'swedish_loc_info': {'place_id': 299315247, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 11094836, 'boundingbox': ['58.7145409', '58.7945409', '16.9720656', '17.0520656'], 'lat': '58.7545409', 'lon': '17.0120656', 'display_name': 'Nyköping, Nyköpings kommun, Södermanland County, 611 33, Sweden', 'class': 'place', 'type': 'town', 'importance': 0.6199527590539529, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_town.p.20.png', 'extratags': {'capital': '4', 'wikidata': 'Q54356', 'wikipedia': 'sv:Nyköping', 'population': '29891', 'ref:se:scb': '0812', 'ref:se:pts:postort': 'NYKÖPING'}}}, 'Sandarne': {'ner_score': 0.9755491, 'swedish_loc_info': {'place_id': 2862251, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 367887076, 'boundingbox': ['61.2394925', '61.2794925', '17.1435332', '17.1835332'], 'lat': '61.2594925', 'lon': '17.1635332', 'display_name': 'Sandarne, Söderhamns kommun, Gävleborg County, 820 22, Sweden', 'class': 'place', 'type': 'village', 'importance': 0.385, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {'ref:se:scb': '7268', 'ref:se:pts:postort': 'SANDARNE'}}}, 'Helgö': {'ner_score': 0.6367113, 'swedish_loc_info': {'place_id': 110142500, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 23752401, 'boundingbox': ['59.2711446', '59.2911152', '17.6402623', '17.7169473'], 'lat': '59.28112325', 'lon': '17.675484469099978', 'display_name': 'Helgö, Lurudden, Ekerö kommun, Stockholm County, Sweden', 'class': 'place', 'type': 'island', 'importance': 0.4510360708527612, 'extratags': {'wikidata': 'Q1602468'}}}}"
753,2604,1397844836196261891,@mickeritar Varje gång jag ser sånt minns jag vår semester på västkusten när jag var liten. Aldrig sett så mkt regn. Pappa o jag gick i badkläderna med paraply o vadade genom översvämningar för att ta oss till havet. För bada skulle vi :),0,every time i like this i remember vacation west coast i kid never seen rain dad i wore bathing suits umbrella waded floods sea because going swim ,1,0,"[{'entity': 'LOC', 'score': 0.9983883, 'index': 11, 'word': 'västkusten', 'start': 52, 'end': 62}]","{'västkusten': {'ner_score': 0.9983883, 'swedish_loc_info': {'place_id': 42346324, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3397928248, 'boundingbox': ['60.2503126', '60.2903126', '15.9364302', '15.9764302'], 'lat': '60.2703126', 'lon': '15.9564302', 'display_name': 'Västkusten, Hedemora, Hedemora kommun, Dalarna County, 776 32, Sweden', 'class': 'place', 'type': 'hamlet', 'importance': 0.35, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {}}}}"
754,2605,1397841937009307655,"Mp vill skövla skog till biobränsle. Vad kommer hända vid stora skyfall sen när man kalhyggit? Rötterna binder mark..vad kommer binda mark? Matjord försvinner..naturliga dräneringssystemet förstörs, översvämning? Världens lunga förstörs https://t.co/Sc98z6kAi9",0,mp wants clear forests biofuel what happen event heavy downpours clearing the roots bind soilwhat bind soil topsoil disappearsnatural drainage system destroyed flood the worlds lung destroyed,1,0,[],{}
755,2606,1397841645295525888,Skönt att det blev lite uppehåll av regnet idag. 😀 I går hade vi översvämning i källaren. 😩,0,glad little break rain today  yesterday flooding basement ,1,1,"[{'entity': 'TME', 'score': 0.99960726, 'index': 9, 'word': 'idag', 'start': 43, 'end': 47}]",{}
756,2608,1397831053214105601,"@ChristinaRehn Hej Christina! Det är besvärligt på många håll och vi jobbar hårt med bla mga pumpbilar ute. För att anmäla översvämning på kommunal väg, kontakta vårt Servicecenter på telefon 08-535 300 00. Du kan också göra en felanmälan via denna sida: https://t.co/1M0Mq4MIJe",0,hi christina it difficult places working hard with things pump trucks outside to report flooding municipal road contact service center phone   you fault report page,1,0,"[{'entity': 'PER', 'score': 0.9998305, 'index': 2, 'word': 'Christina', 'start': 6, 'end': 15}, {'entity': 'ORG', 'score': 0.9987778, 'index': 28, 'word': 'kommunal', 'start': 126, 'end': 134}, {'entity': 'MSR', 'score': 0.9967084, 'index': 37, 'word': '08', 'start': 179, 'end': 181}, {'entity': 'MSR', 'score': 0.8587534, 'index': 38, 'word': '-', 'start': 181, 'end': 182}, {'entity': 'MSR', 'score': 0.9855143, 'index': 39, 'word': '535', 'start': 182, 'end': 185}, {'entity': 'MSR', 'score': 0.9821192, 'index': 40, 'word': '300', 'start': 186, 'end': 189}, {'entity': 'MSR', 'score': 0.98115516, 'index': 41, 'word': '00', 'start': 190, 'end': 192}]",{}
757,2610,1397824846365552642,Översvämningar och trafikproblem efter regnet https://t.co/0322j3zTc5,0,flooding traffic problems rain,1,1,[],{}
758,2611,1397824270382817282,Lv 981 Malmby Ö–Lötvägen i båda riktningarna (Trafikstörning) Översvämning. https://t.co/h7SXFIOSjR,1,lv malmby ö–lötvägen directions traffic disruption flooding,1,1,"[{'entity': 'LOC', 'score': 0.99573, 'index': 5, 'word': 'Malmby', 'start': 7, 'end': 11}, {'entity': 'LOC', 'score': 0.93555593, 'index': 7, 'word': 'Ö', 'start': 14, 'end': 15}, {'entity': 'LOC', 'score': 0.9944094, 'index': 9, 'word': 'Lötvägen', 'start': 16, 'end': 18}]","{'Malmby': {'ner_score': 0.99573, 'swedish_loc_info': {'place_id': 20360786, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2300259077, 'boundingbox': ['59.6720393', '59.7120393', '18.2125537', '18.2525537'], 'lat': '59.6920393', 'lon': '18.2325537', 'display_name': 'Malmby, Norrtälje kommun, Stockholm County, Sweden', 'class': 'place', 'type': 'hamlet', 'importance': 0.36, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {}}}, 'Ö': {'ner_score': 0.93555593, 'swedish_loc_info': {'place_id': 297460894, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 54367, 'boundingbox': ['57.1455496', '59.2635837', '10.5935025', '14.7788'], 'lat': '58.215850200000006', 'lon': '12.651820794914073', 'display_name': 'Västra Götaland County, Sweden', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5968880458019246, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png', 'extratags': {'ref:fips': 'SW28', 'ref:nuts': 'SE232', 'wikidata': 'Q103093', 'wikipedia': 'sv:Västra Götalands län', 'ref:nuts:3': 'SE232', 'ref:se:scb': '14'}}}, 'Lötvägen': {'ner_score': 0.9944094, 'swedish_loc_info': {'place_id': 121006687, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 61324293, 'boundingbox': ['59.2040667', '59.2045716', '18.2050997', '18.2054926'], 'lat': '59.2045716', 'lon': '18.2050997', 'display_name': 'Lötvägen, Gudö, Lötkärr, Haninge kommun, Stockholm County, 135 53, Sweden', 'class': 'highway', 'type': 'residential', 'importance': 0.21, 'extratags': {}}}}"
759,2628,736628254832922624,"SMHI: Värmlands län: Varning klass 1, höga flöden, Övre Klarälven. https://t.co/PmGWo5XT7C",1,smhi värmland county warning class  high flows upper klarälven,1,0,"[{'entity': 'ORG', 'score': 0.9993237, 'index': 1, 'word': 'SMHI', 'start': 0, 'end': 4}, {'entity': 'LOC', 'score': 0.99506086, 'index': 3, 'word': 'Värmlands', 'start': 6, 'end': 15}, {'entity': 'LOC', 'score': 0.99817157, 'index': 4, 'word': 'län', 'start': 16, 'end': 19}, {'entity': 'LOC', 'score': 0.9995784, 'index': 14, 'word': 'Övre', 'start': 51, 'end': 55}, {'entity': 'LOC', 'score': 0.9991154, 'index': 15, 'word': 'Klarälven', 'start': 56, 'end': 60}]","{'Värmlands': {'ner_score': 0.99506086, 'swedish_loc_info': {'place_id': 19300163, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2167070399, 'boundingbox': ['62.2340571', '62.2540571', '16.7994509', '16.8194509'], 'lat': '62.2440571', 'lon': '16.8094509', 'display_name': 'Värmlands, Glesbygd Norrlindsjö, Hassel, Matfors kommundel, Attmar District, Sundsvall Municipality, Västernorrland County, Sweden', 'class': 'place', 'type': 'farm', 'importance': 0.30999999999999994, 'extratags': {}}}, 'län': {'ner_score': 0.99817157, 'swedish_loc_info': {'place_id': 56728391, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5039970979, 'boundingbox': ['59.8302913', '59.8303913', '16.9107805', '16.9108805'], 'lat': '59.8303413', 'lon': '16.9108305', 'display_name': 'Lan, Enköpings kommun, Uppsala County, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.19999999999999996, 'extratags': {}}}, 'Övre': {'ner_score': 0.9995784, 'swedish_loc_info': {}}, 'Klarälven': {'ner_score': 0.9991154, 'swedish_loc_info': {'place_id': 299020842, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 8928113, 'boundingbox': ['59.3238573', '61.3742225', '12.2279188', '13.5877276'], 'lat': '60.3873345', 'lon': '13.2816017', 'display_name': 'Klarälven, 669 32, Sweden', 'class': 'waterway', 'type': 'river', 'importance': 0.41000000000000003, 'extratags': {'wikidata': 'Q1338024', 'wikipedia': 'sv:Klarälven', 'destination': 'Vänern'}}}}"
