id,Text mainly in Swedish,On Topic,Informative/relevant/non sarcastic,Contains specific information about IMPACTS
1424468625218547712,0,0,0,,
1424468389746118661,1,0,0,,
1424467900144959488,1,0,0,,
1424466170082701316,1,0,0,,
1424454137098424321,0,0,0,,
1424432240717705220,1,0,0,,
1424430562043891714,1,0,0,,
1424426129839075333,1,1,0,,
1424421265167851529,1,1,0,,
1424416895600578562,1,0,0,,
1424414954820673539,1,1,0,,
1424414591027712004,1,0,0,,
1424413084714737667,1,0,0,,
1424405386757607431,1,0,0,,
1424401563758497798,1,0,0,,
1424399869242974209,1,0,0,,
1424393825372495879,1,0,0,,
1424392521753538561,1,0,0,,
1424391517515419652,1,0,0,,
1424391263026130944,1,1,0,,
1424388598414065665,1,0,0,,
1424379676957581314,1,0,0,,
1424375899277959173,1,0,0,,
1424367188668977154,1,1,0,,
1424365358652268544,1,0,0,,
1424362863905345542,1,0,0,,
1424361122300317703,1,1,0,,
1424360846256390146,1,0,0,,
1424357055964631045,1,0,0,,
1424354715123568651,0,0,0,,
1424354288101363717,1,1,0,,
1424349423069499396,1,1,0,,
1424346644552814593,1,0,0,,
1424344751273398281,1,1,0,,
1424337130634072070,0,0,0,,
1424336378494689294,1,0,0,,
1424328772224958467,1,0,0,,
1424324483880390657,1,0,0,,
1424324136126533632,1,0,0,,
1424321942551662593,1,0,0,,
1424316250688266275,1,1,0,,
1424315132054810624,1,0,0,,
1424312695843655685,1,0,0,,
1424310221661478917,1,0,0,,
1424299115731693568,0,0,0,,
1424297154680692740,1,0,0,,
1424296474138001411,1,0,0,,
1424293262630731784,1,0,0,,
1424292510017507329,1,0,0,,
1424288804957995011,1,0,0,,
1424280928357163008,1,0,0,,
1424280152264093696,1,1,0,,
1424271802822545408,1,0,0,,
1424271059499507712,1,0,0,,
1424238763220275204,0,0,0,,
1424236370722234368,1,1,0,,
1424235977913024514,0,1,0,,
1424229855344869376,0,0,0,,
1424181666264854530,0,0,0,,
1424141545675055106,1,1,0,,
1424140518020235266,1,0,0,,
1424135503096451074,1,0,0,,
1424133606449065989,1,0,0,,
1424125349508624384,1,1,1,,
1424123917422243843,1,0,0,,
1424119584597151750,1,1,0,,
1424117594655764484,1,0,0,,
1424112394192756739,1,0,0,,
1424105061899280395,1,1,0,,
1424103827926618114,1,0,0,,
1424103269329248269,1,0,0,,
1424097578308734977,1,1,0,,
1424090819309490178,1,0,0,,
1424087964133511170,1,0,0,,
1424083393017532424,0,0,0,,
1424074818220068864,1,1,0,,
1424072529098985474,1,0,0,,
1424071007128723459,1,0,0,,
1424070269732327425,1,1,0,,
1424066787944054794,1,1,0,,
1424066373605548041,1,1,0,,
1424062974273130508,1,0,0,,
1424058482496614406,1,0,0,,
1424057158518378496,1,0,0,,
1424056924761362433,1,0,0,,
1424054283440476167,1,0,0,,
1424039331250032640,1,0,0,,
1424037338829791232,0,1,0,,
1424029374643376130,0,0,0,,
1424029069709086724,1,0,0,,
1273756668686458880,1,0,0,,
1273733020495855618,1,0,0,,
1273721146173796356,0,0,0,,
1273719204512923654,1,1,1,,
1273714767388172297,1,0,0,,
1273709249315643392,1,0,0,,
1273708935577513985,1,0,0,,
1273700524949372929,1,0,0,,
1273696604021837830,1,0,0,,
1273691033239531521,0,0,0,,
1273690085058322432,0,0,0,,
1273683736555634688,1,0,0,,
1273681488463134720,1,0,0,,
1273674136842383360,0,0,0,,
1273664572302462978,1,1,0,,
1273650792814260231,1,0,0,,
1273650212159062022,1,0,0,,
1273649051678973952,1,0,0,,
1273643757657886728,1,0,0,,
1273640156961046530,1,0,0,,
1273636074175299587,1,0,0,,
1273626855028019200,1,0,0,,
1273620847459282945,1,0,0,,
1273609411358064640,1,0,0,,
1273589977587351552,1,0,0,,
1273581358020022272,1,0,0,,
1273574753471782914,1,0,0,,
1273567019636535296,1,0,0,,
1273560856085872640,1,1,0,,
1273553913661308929,1,0,0,,
1273553785873412100,1,1,0,,
1273553376484171782,0,0,0,,
1273545370010742786,0,0,0,,
1273543718029721600,1,0,0,,
1273542989701242880,0,0,0,,
1273538083422720000,1,0,0,,
1273524175047622660,1,1,1,,
1273511306520379392,0,0,0,,
1273506103737843717,1,0,0,,
1273494858112565248,1,0,0,,
1273493054658424833,1,0,0,,
1273486814284783616,1,0,0,,
1273484092366098432,1,0,0,,
1273479346360143873,1,0,0,,
1273479159931719681,1,0,0,,
1273476198400577536,1,0,0,,
1273412857095479297,1,0,0,,
1273390048545734667,1,0,0,,
1273361668609802249,1,0,0,,
1273351176449396737,1,0,0,,
1273349502532038656,1,0,0,,
1273349488892133377,0,0,0,,
1273345149389737985,1,0,0,,
1273332457874640896,1,0,0,,
1273321169228304391,1,0,0,,
1273312829366558722,1,0,0,,
1273301906379739136,1,0,0,,
1273277861395337216,1,0,0,,
1273277793149861888,1,1,0,,
1273275692688556032,1,0,0,,
1273267760450207744,0,0,0,,
1273260215408844806,0,0,0,,
1273246835306528769,1,0,0,,
1273245153264906241,1,0,0,,
1273243913869025280,1,0,0,,
1273234653529419777,1,0,0,,
1273223087354511364,1,0,0,,
1273216520571715589,1,1,0,,
1273159440473239554,1,0,0,,
1273158387832950784,1,0,0,,
1273139403934912514,0,0,0,,
1273128516477992969,1,0,0,,
1273119521478529026,1,0,0,,
645660226520281092,1,0,0,0
645653442220978176,1,0,0,0
645648255674621952,1,0,0,0
645631027520667648,1,0,0,0
645627513360789504,1,0,0,0
645626749150208000,0,0,0,0
645625589664190466,1,0,0,0
645620973497155584,1,0,0,0
645610969767497728,1,0,0,0
645604391232344064,1,0,0,0
645588909368418304,1,0,0,0
645588741864730624,1,0,0,0
645587471959502848,1,0,0,0
645582259135848448,1,0,0,0
645565908916793348,1,0,0,0
645558658785525764,0,0,0,0
645552577715814400,1,0,0,0
645549785555075073,0,0,0,0
645548389581590528,0,0,0,0
645523064218894336,1,0,0,0
645517126321569792,0,0,0,0
645507541758255104,1,0,0,0
645473035382878208,1,0,0,0
645467462637645824,1,0,0,0
645464890635890688,1,0,0,0
645421273665900544,1,0,0,0
645399788796682240,1,0,0,0
645380862561886209,1,0,0,0
645369286991683585,1,0,0,0
645364229919408130,1,0,0,0
645356169398218752,1,0,0,0
645355217555468293,1,1,1,0
645349471405088768,1,0,0,0
645334775264346116,1,0,0,0
645330821629480960,0,0,0,0
645326995249831936,0,0,0,0
645326640516456448,1,0,0,0
645308533953667072,1,0,0,0
645305105361862661,0,1,0,0
645302792412876801,0,1,0,0
645302344951988224,1,0,0,0
645300713589870592,0,1,0,0
645273216634724353,1,0,0,0
645270881137094656,1,0,0,0
645267753813864448,1,0,0,0
645264927289044993,1,0,0,0
645260225994485760,1,0,0,0
645248966548959232,1,0,0,0
645242258338521088,1,0,0,0
645238823555858433,1,0,0,0
645236149586403328,1,0,0,0
645235968321171457,0,0,0,0
645223069695524868,1,0,0,0
645217730459762688,1,1,0,0
645213199613214720,1,0,0,0
645208396019466240,1,0,0,0
645203201558507520,1,0,0,0
645189129240752128,0,0,0,0
645184444131856385,1,0,0,0
645173010920513536,1,0,0,0
645165517427351552,1,0,0,0
645162829767684096,1,1,0,0
645156602698403840,1,1,0,0
645152290471440384,1,0,0,0
645152275153883136,1,0,0,0
645150235942088704,1,1,0,0
645147029778202624,1,0,0,0
645146523429416960,1,1,0,1
645142990202122240,1,1,0,1
645142560910917632,1,1,0,1
645139470837239808,0,0,0,0
645137644251410432,0,0,0,0
645131389801730048,1,0,0,0
645128342224502784,0,0,0,0
645127023480938496,0,0,0,0
645101207875420160,1,1,1,0
645101207409790976,1,1,1,0
645101206906511360,1,1,1,0
645096903340789760,1,1,1,0
645069419731886080,1,1,1,0
645069418096164864,1,1,1,0
645069405857153024,1,1,1,0
645065308902834176,1,1,1,0
645053557444624384,1,1,1,0
645053556731547648,1,1,1,0
645053556203110401,1,1,1,0
645049293661863936,1,1,1,0
645044845996806144,0,0,0,0
735943092868644864,1,0,0,0
735932012800966658,1,1,1,0
735932011769135104,1,1,1,0
735932011215499264,1,1,1,0
735930930167218177,1,0,0,0
735926914163052544,1,0,0,0
735924501712535552,1,0,0,0
735915396692385792,1,1,1,0
735915395689906176,1,1,1,0
735915395023015937,1,1,1,0
735915386168848384,1,1,1,0
735908419970994176,1,0,0,0
735906053192318976,1,0,0,0
735898492590297089,1,1,1,0
735898490686046211,1,1,1,0
735898490140827649,1,1,1,0
735898474831613952,1,1,1,0
735898474307293184,1,1,1,0
735896082241196032,1,0,0,0
735887604533579777,1,0,0,0
735884708299542530,1,0,0,0
735881512575488000,0,0,0,0
735881243406008321,0,0,0,0
735880785295736833,1,1,1,0
735880784775680000,1,1,1,0
735880784175898628,1,1,1,0
735880779599904768,1,1,1,0
735878034071425024,1,0,0,0
735876342579924992,1,0,0,0
735874830919213056,1,0,0,0
735871907216560128,1,1,0,0
735870545070292992,1,0,0,0
735857966562344960,1,1,0,0
735845379011399680,1,1,1,0
735845378503872512,1,1,1,0
735845377937661952,1,1,1,0
735845356928442368,1,1,1,0
735835585307369472,1,1,0,0
735831700496912384,1,0,0,0
735831445315420161,1,1,0,0
735819141362356224,1,0,0,0
735816049094975488,1,0,0,0
735811405388124162,1,0,0,0
735807349961678848,1,0,0,0
735807067311767552,1,1,0,0
735799452502511617,0,0,0,0
735797108473626625,1,1,0,0
735796082702209024,1,0,0,0
735794004344856577,1,1,1,0
735794003615047680,1,1,1,0
735793995910119424,1,1,1,0
735787752445333504,1,0,0,0
735783083308261377,1,0,0,0
735775877288460288,1,1,1,0
735775874809663488,1,1,1,0
735775868774031362,1,1,1,0
735774445722161153,1,0,0,0
735771463211356160,1,0,0,0
735771234458210305,1,1,0,0
735762179991838720,1,0,0,0
735751439474036738,1,1,0,0
735751372419698688,1,0,0,0
735748464366125056,0,0,0,0
735747761044234241,1,0,0,0
735743145036513280,1,0,0,0
735740791549616129,1,1,1,0
735740789746106368,1,1,1,0
735739680306520070,1,0,0,0
735737338760830977,1,0,0,0
735736245347721216,1,0,0,0
735730606730944513,1,0,0,0
735729188129251333,1,0,0,0
735727595665293312,1,1,0,0
735723864144019456,1,1,0,0
735722663738363904,1,1,1,0
735722659472769025,1,1,1,0
735717437253918722,1,1,0,0
735689147298414592,1,0,0,0
735676022750773248,0,0,0,0
735667764170481664,1,1,1,0
735667762941599745,1,1,1,0
735647398974742528,1,0,0,0
735609650763038720,1,0,0,0
735581124605452288,1,0,0,0
735580894015164416,1,0,0,0
735572929430360064,1,0,0,0
735570917502386177,1,0,0,0
735569247246659585,1,1,1,0
735569246047088640,1,1,1,0
735551531215409152,1,1,0,0
735546493361397763,0,0,0,0
735546066033094657,1,0,0,0
735541930465976321,1,0,0,0
735538060255985664,1,1,1,0
735535840621932545,1,0,0,0
735525276206006272,1,0,0,0
735521631813144577,1,1,1,0
735520140163448832,1,0,0,0
735495341928284160,1,0,0,0
735491132512206848,1,0,0,0
751181721987579911,1,1,1,0
751181721513652225,1,1,1,0
751158309177229312,1,0,0,0
751126082787631104,1,0,0,0
751125494762995712,0,0,0,0
751118775433388032,1,0,0,0
751108988469739520,1,0,0,0
751108330228244481,1,0,0,0
751098483457847297,1,1,1,0
751098482736455684,1,1,1,0
751096802171097088,1,0,0,0
751057114559287299,1,0,0,0
751032920572387328,1,0,0,0
751010766908710912,1,0,0,0
751009510894940160,1,1,1,0
751009510060273664,1,1,1,0
751005600201388032,0,0,0,0
751002004328153088,1,0,0,0
751001959054868480,1,0,0,0
751001719199375360,1,0,0,0
751001118642147328,0,0,0,0
750998991823929344,1,0,0,0
750991819681345537,1,1,1,0
750991818888585216,1,1,1,0
750987170245124096,1,1,0,0
750978170917122048,1,0,0,0
750977342441263104,1,0,0,0
750975196232757248,1,1,1,0
750975195490295808,1,1,1,0
750963375857922048,1,0,0,0
750958620930629632,1,1,0,1
750958374561296384,1,1,1,0
750958373785350144,1,1,1,0
750941067873181696,1,1,1,0
750941066669416448,1,1,1,0
750924534727921666,1,1,1,0
750924533968703488,1,1,1,0
750918913651793920,1,0,0,0
750876071529111552,1,1,1,0
750876070212014080,1,1,1,0
750866223789924352,1,0,0,0
750813277421133824,1,0,0,0
750811664375697409,1,1,1,0
750811663465668608,1,1,1,0
750798548233510912,1,0,0,0
750793820611149824,1,1,0,0
750793131499618304,0,0,0,0
750789057718853633,1,0,0,0
750751181899698180,1,1,0,0
750741448056856576,1,0,0,0
750740366849150976,1,0,0,0
750738615295217664,1,0,0,0
750734355098578945,1,1,1,0
750734354356121601,1,1,1,0
750734006371573760,1,0,0,0
750733570981978112,1,0,0,0
750705889741602816,0,0,0,0
750702960666107904,1,0,0,0
750700021620871169,1,0,0,0
750691795206569985,1,0,0,0
750690248091316225,1,1,1,0
750690234027749376,1,1,1,0
750690184639946752,1,0,0,0
750687796449337344,1,1,0,0
750687059870908416,1,0,0,0
750684330561826816,1,1,0,0
750684234293981184,1,0,0,0
750661161956184064,1,1,1,0
750660699005878272,1,1,0,0
750660491966545920,1,0,0,0
750659935013306368,1,1,0,0
750656474309922816,1,0,0,0
750656276217077760,1,1,0,0
750654684118081538,1,0,0,0
750651638189158400,1,0,0,0
750651626063405056,1,0,0,0
750651177683922944,1,0,0,0
750648999011581952,1,0,0,0
750639881777545216,1,0,0,0
750637077306441728,1,0,0,0
750627557154942976,1,0,0,0
750625601497751552,1,0,0,0
750621000082006016,1,1,0,0
750609708151607296,1,0,0,0
750603753598947328,1,1,0,0
750591264551239681,0,0,0,0
750580107564253185,1,1,1,1
750576492552327168,1,1,0,0
750571025943977984,1,1,1,1
750566008319053824,1,1,0,0
750563809350316034,1,0,0,0
750551970889564161,1,0,0,0
750550606398586880,1,0,0,0
750510508441305089,0,0,0,0
750488685943132162,1,0,0,0
892849446425317376,1,1,0,1
892848523477123073,0,0,0,0
892846695201026048,1,0,0,0
892822800574054401,0,0,0,0
892816221871198208,1,0,0,0
892812407059427334,1,0,0,0
892793090569891840,1,0,0,0
892792944175923200,0,0,0,0
892788345264328705,1,0,0,0
892779910485430272,1,0,0,0
892769495772798976,1,0,0,0
892758248138395648,1,0,0,0
892757184467095552,1,0,0,0
892756714205917185,1,0,0,0
892749902471733251,1,0,0,0
892746443898880001,1,0,0,0
892737045818421248,0,0,0,0
892736400872939521,1,1,0,1
892731795267096576,0,0,0,0
892726167362523136,0,0,0,0
892724626794655745,0,0,0,0
892717559413452808,0,0,0,0
892716831550713857,0,0,0,0
892711561319653376,0,0,0,0
892703968626868224,0,0,0,0
892680852878090240,1,0,0,0
892667315237470208,1,0,0,0
892666830929645568,1,0,0,0
892661566386130944,1,0,0,0
892658077291470848,1,0,0,0
892647656341688320,1,0,0,0
892644677769416704,0,0,0,0
892636051822477312,1,0,0,0
892591824686071808,1,0,0,0
892577246187311104,0,0,0,0
892521921493032962,1,0,0,0
892508815115116546,0,0,0,0
892486731286663170,1,0,0,0
892485842954072065,1,0,0,0
892485276622356484,1,0,0,0
892481305316909056,0,0,0,0
892480176046690304,1,0,0,0
892479162694369280,1,0,0,0
892474148898865153,0,0,0,0
892442000699555845,1,0,0,0
892434953572667392,1,0,0,0
892431988271050752,1,0,0,0
892430982690861061,1,0,0,0
892423883252518913,0,0,0,0
892410010516500480,0,0,0,0
892407906271997952,1,0,0,0
892407823610642433,1,0,0,0
892384640635457536,1,0,0,0
892377761964318720,1,1,0,0
892370449082011653,1,1,0,0
892365545122738178,0,0,0,0
892357938651815936,1,1,0,0
892355902107402244,0,0,0,0
892351658709184513,1,1,0,1
892346646465478656,0,0,0,0
892341337051332608,0,0,0,0
892336232679837696,0,0,0,0
892335903800254466,0,0,0,0
892335845583327232,0,0,0,0
892332562131144704,0,0,0,0
892327190204993537,1,0,0,0
892325954575577088,1,0,0,0
892315248895700993,0,0,0,0
892312839330959360,1,0,0,0
892312134427824128,1,0,0,0
892307411595386880,1,1,0,1
892307386320523265,1,1,0,1
892286020590460928,1,1,1,0
892284895028011008,0,0,0,0
892272654232825856,0,0,0,0
892270996073349121,1,0,0,0
892269515379265537,0,0,0,0
892268945889271808,0,0,0,0
892268298020294656,0,0,0,0
892268206055972864,0,0,0,0
892267964996734976,0,0,0,0
892267855823200256,0,0,0,0
892267745823293440,0,0,0,0
892267524787666944,0,0,0,0
892267502612480001,0,0,0,0
892258706867572736,1,1,1,0
892257131109302273,0,0,0,0
892249699947827200,0,0,0,0
809158117221134337,1,0,0,0
809156090176929793,1,0,0,0
809140155655143424,0,0,0,0
809115170538713088,1,1,0,0
809109454197243905,1,0,0,0
809091808328318977,1,0,0,0
809090472023130112,0,0,0,0
809083163435823104,0,0,0,0
809055602311888896,0,0,0,0
809053021980213249,1,0,0,0
809046964956463105,0,0,0,0
809045964069675008,1,0,0,0
809038765348024320,1,1,0,0
809038054115733504,0,0,0,0
809037693703352322,1,0,0,0
809034714338172928,0,0,0,0
809024362779176960,1,0,0,0
809019375340560384,1,0,0,0
808973917557760001,1,1,0,0
808963834341969920,1,0,0,0
808941259419217920,0,0,0,0
808934611090804737,0,0,0,0
808929686013300736,1,1,0,0
808910245179310081,1,0,0,0
808902433996996608,0,0,0,0
808902084120678400,0,0,0,0
808824383422787585,0,0,0,0
808786791482425344,1,0,0,0
808782368244957184,0,0,0,0
808772769966161924,1,0,0,0
808767924970409985,1,0,0,0
808760506819481601,0,0,0,0
808737895934754816,1,0,0,0
808737573451534340,1,0,0,0
808728904680767488,1,0,0,0
808710536607178752,1,0,0,0
808710459134275584,1,0,0,0
808703673534709761,1,0,0,0
808682703369465856,1,0,0,0
808681772498219008,1,0,0,0
808679580659777537,1,0,0,0
808644481218179072,1,0,0,0
808624344381485056,1,1,0,0
808583740813377536,0,0,0,0
808583550996017152,1,0,0,0
808563215370166272,1,0,0,0
808558242972499969,1,0,0,0
885258119818989569,1,0,0,0
885223433868636161,1,0,0,0
885212537482076163,0,0,0,0
885205762028515330,1,1,0,0
885189400900108288,0,0,0,0
885187237574361088,0,0,0,0
885187210814861312,0,0,0,0
885186859734892544,1,0,0,0
885182990653026305,1,0,0,0
885165619284504577,0,0,0,0
885153592709197825,1,0,0,0
885152023758417920,1,0,0,0
885132485700485120,1,0,0,0
885131335236505601,1,0,0,0
885128761875759104,0,0,0,0
885128473983037441,0,0,0,0
885119017647734784,1,0,0,0
885115325896941568,0,0,0,0
885114928222396416,0,0,0,0
885114654120439809,0,0,0,0
885093996825063424,0,0,0,0
885077642013270016,0,0,0,0
885077118492823557,1,0,0,0
885059026953883648,1,0,0,0
885054544799031296,1,0,0,0
885032389415776257,1,0,0,0
885012478949814273,1,0,0,0
885011913024974852,0,0,0,0
884995476692619267,1,1,0,1
884897181773291520,1,0,0,0
884896498110083073,1,0,0,0
884894054336659456,1,0,0,0
884887411133526016,1,0,0,0
884866002785361924,1,0,0,0
884853811042562049,1,0,0,0
884849126986461184,1,0,0,0
884820603395608576,1,0,0,0
884808218379268097,1,0,0,0
884802137640902657,0,0,0,0
884798400700567553,0,0,0,0
884795719114256384,1,1,0,0
884783348643758080,1,0,0,0
884776984341094400,1,0,0,0
884747828609916928,1,0,0,0
884736205023313920,1,0,0,0
884734261189910528,1,0,0,0
884730745578827776,0,0,0,0
884718591370723328,1,0,0,0
884707055235469312,1,0,0,0
884690797412716544,0,0,0,0
884685750700314627,1,0,0,0
884660392697487360,1,0,0,0
884657526125547520,1,0,0,0
1033455625898995715,1,0,0,,
1033452827866214400,1,1,0,,
1033446436355166208,1,0,0,,
1033442737440391168,1,1,0,,
1033439887985463296,1,0,0,,
1033434386883137542,1,0,0,,
1033433820622667777,1,0,0,,
1033430984333639680,1,0,0,,
1033414233730568193,1,0,0,,
1033414215971663872,1,0,0,,
1033413707513180160,1,0,0,,
1033404376784756736,0,0,0,,
1033398824868478976,1,0,0,,
1033389388238082050,0,0,0,,
1033386357090123781,0,0,0,,
1033372579531313157,0,0,0,,
1033366983562207232,0,0,0,,
1033360807957090304,0,0,0,,
1033359222304657413,1,0,0,,
1033352655031201793,1,0,0,,
1033345168664129537,1,0,0,,
1033340609552150528,0,0,0,,
1033337594740989955,1,0,0,,
1033326814960263169,1,0,0,,
1033305438199205888,1,1,0,,
1033300708827832321,1,0,0,,
1033273646016602112,1,1,0,,
1033235409042587648,1,1,0,,
1033226746198482944,0,0,0,,
1033223963688792069,1,0,0,,
1033212895226679301,1,0,0,,
1033132241445154816,1,0,0,,
1033110681111777280,0,0,0,,
1033103617199366145,1,0,0,,
1033093684890357761,1,0,0,,
1033090168461451264,1,0,0,,
1033086610580103168,1,0,0,,
1033085229194465287,1,0,0,,
1033076344844943362,1,0,0,,
1033071717827194881,1,0,0,,
1033065181994250246,1,0,0,,
1033055189719281667,1,0,0,,
1033048268006150144,1,0,0,,
1033035540399116288,1,0,0,,
1033033757614325765,1,0,0,,
1033032918187298817,0,0,0,,
1033032147899228166,1,0,0,,
1033022870782394368,1,1,0,,
1033018998148018176,1,1,0,,
1033010440496967680,1,0,0,,
1033010279137849345,0,0,0,,
1032999861711515648,1,0,0,,
1032969513917181953,1,0,0,,
1032942136235384834,0,0,0,,
1032926954461323265,1,1,0,,
1032926112714817536,1,0,0,,
1032922694642216960,1,1,0,,
1032917656234614784,1,0,0,,
1032907897079037952,1,0,0,,
1032887560127819776,1,0,0,,
1032881966155227136,1,1,1,,
1032879119879598080,1,1,1,,
1032878181257293824,1,0,0,,
1032873155738705920,1,0,0,,
1032872714577616896,1,0,0,,
1032869874937356288,1,0,0,,
1032869146768199680,0,0,0,,
1032868979562487809,1,0,0,,
1032868778789429248,1,0,0,,
1032865161034563590,0,0,0,,
1032826864983830529,1,0,0,,
1203810158914277376,1,0,0,,
1203781057138573312,1,0,0,,
1203779744271126528,1,0,0,,
1203777295762280448,0,0,0,,
1203760652503932929,1,1,0,,
1203736966476521472,1,0,0,,
1203735994928947201,1,0,0,,
1203711926943068160,1,0,0,,
1203710061870305288,1,0,0,,
1203709033238204416,1,0,0,,
1203704264071233536,1,0,0,,
1203684084398120960,1,0,0,,
1203678235663519744,1,1,1,,
1203670166619525120,1,0,0,,
1203648475751231488,1,0,0,,
1203645647297097730,1,0,0,,
1203644359461265410,1,0,0,,
1203640988872380418,1,0,0,,
1203636700624359426,1,0,0,,
1203636699382849539,1,0,0,,
1203636365331718144,1,0,0,,
1203630522943049729,1,0,0,,
1203628959428173824,1,0,0,,
1203621064091295744,1,0,0,,
1203612921907077123,0,0,0,,
1203608993563860992,1,0,0,,
1203607436936056834,1,1,1,,
1203607052456730625,1,0,0,,
1203605843436097537,1,0,0,,
1203586757608034306,1,0,0,,
1203585003805908993,0,0,0,,
1203577383531565056,1,0,0,,
1203570212777463808,1,0,0,,
1203567970171133954,1,0,0,,
1203563553480941571,1,0,0,,
1203463375767904257,1,0,0,,
1203450902457323521,1,0,0,,
1203450427074850816,1,0,0,,
1203448905603698688,1,0,0,,
1203435685060980736,1,0,0,,
1203390086265688065,1,0,0,,
1203385537463279621,0,0,0,,
1203374637905825797,1,1,0,,
1203363923489107968,1,0,0,,
1203351988274118664,0,0,0,,
1203350630112333824,1,0,0,,
1203348709511192581,0,0,0,,
1203345683379576833,1,0,0,,
1203341439280787456,1,0,0,,
1203318511403257858,1,0,0,,
1203308870816456706,1,0,0,,
1203287524170457090,1,0,0,,
1203275631389237248,1,0,0,,
1203274484549066753,1,0,0,,
1203265082974703616,1,0,0,,
1203261217969704965,1,0,0,,
1203255824237375489,1,1,1,,
1203253577759592450,1,0,0,,
1203251860645253120,1,1,1,,
1203251424819331072,1,0,0,,
1203222400466374656,1,0,0,,
1203216414997458944,1,0,0,,
1203130435087155205,0,0,0,,
1203105702258118662,1,0,0,,
1029862075034726400,0,0,0,,
1029857843393060865,1,0,0,,
1029857815752531973,1,0,0,,
1029853437545132033,0,0,0,,
1029845508582502401,0,0,0,,
1029844711719219200,0,0,0,,
1029844672292765701,1,1,0,,
1029838436482670596,0,0,0,,
1029834511251636224,0,0,0,,
1029833681454682112,0,0,0,,
1029831878998740993,0,0,0,,
1029829968904241152,1,0,0,,
1029828855899533312,1,0,0,,
1029826531013668864,1,0,0,,
1029825967806734337,1,0,0,,
1029824625830780932,0,0,0,,
1029819750745075717,1,1,0,,
1029810000082944000,1,0,0,,
1029809955052969984,0,0,0,,
1029802322967318529,1,1,0,,
1029795534142365697,1,0,0,,
1029791341830660101,0,0,0,,
1029779280006397952,1,1,0,,
1029770713694134272,1,0,0,,
1029768661396082688,1,0,0,,
1029765639270019072,0,0,0,,
1029765557296488448,1,1,0,,
1029762280727212032,0,0,0,,
1029759709681778688,1,0,0,,
1029759674763988992,1,0,0,,
1029759436456448001,0,0,0,,
1029756473050587136,0,0,0,,
1029754582644269056,1,0,0,,
1029753035172589569,0,0,0,,
1029753034006560769,0,0,0,,
1029752232005255170,0,0,0,,
1029751310164348928,1,0,0,,
1029740190166855680,1,0,0,,
1029739223778246658,0,0,0,,
1029735098311208960,0,0,0,,
1029722288642510848,1,1,0,,
1029719323978485761,1,0,0,,
1029716856691720193,1,1,0,,
1029715399598919681,0,0,0,,
1029696602838130689,0,0,0,,
1029694791049797633,0,0,0,,
1029694167633543168,0,0,0,,
1029686554770530304,1,0,0,,
1029683581990383616,0,0,0,,
1029681199369863168,0,0,0,,
1029675436958212097,1,0,0,,
1029675401864466432,1,0,0,,
1029672390714974208,0,0,0,,
1029669052711686144,0,0,0,,
1029667890650329093,1,0,0,,
1029667678053715968,0,0,0,,
1029666863138136065,0,0,0,,
1029663036150358016,0,0,0,,
1029657881132625921,1,1,0,,
1029647115784540160,0,0,0,,
1029646277057961984,1,1,0,,
1029645658574204928,0,0,0,,
1029641543320252416,0,0,0,,
1029635241714040833,1,1,0,,
1029626680678146048,0,0,0,,
1029626632896749573,0,0,0,,
1029620220216975363,0,0,0,,
1029618525034479616,1,0,0,,
1029613211153252352,0,0,0,,
1029610704620478464,1,0,0,,
1029606774192656384,0,,0,0
1029603533467930624,0,0,0,,
1029590060830666758,0,0,0,,
1029492947836968960,1,0,0,,
1029492914295111680,1,0,0,,
1029490214455189506,0,0,0,,
1029490211410116609,0,0,0,,
1029478289742516224,0,0,0,,
1029470013676290053,0,0,0,,
1029470009393926145,0,0,0,,
1029460942810226688,0,0,0,,
1029460522314412032,0,0,0,,
1029460518120181760,0,0,0,,
1029459976308379648,0,0,0,,
1029459336463110146,0,0,0,,
1029457071874486273,1,0,0,,
1029446698970624000,1,0,0,,
1029445993874509824,0,0,0,,
1029445775015772161,0,0,0,,
1029443315702349825,1,1,0,,
1029440105805737985,1,0,0,,
1029438172768481281,1,1,0,,
1029437520453365762,0,0,0,,
1029434270501281792,0,0,0,,
1029433267987144705,1,0,0,,
1029431582250205184,1,0,0,,
1029429730204938240,1,0,0,,
1029428038352678912,1,0,0,,
1029425791224954880,0,0,0,,
1029423986667610113,0,0,0,,
880573518198562816,0,0,0,0
880556888974397440,1,0,0,0
880542379895377920,0,0,0,0
880539589374431233,1,0,0,0
880533107266519040,1,0,0,0
880516054124032000,0,0,0,0
880506755943469056,1,0,0,0
880504631754981381,0,0,0,0
880501581950726144,0,1,0,0
880494180111396864,1,0,0,0
880490984181821442,0,0,0,0
880485905387147264,1,1,0,1
880474759796068353,1,1,0,0
880473433586503683,1,0,0,0
880457904935108608,0,0,0,0
880457768234123264,1,0,0,0
880456878525997056,0,0,0,0
880451285320953856,0,0,0,0
880447321259036672,1,0,0,0
880444657506832384,0,0,0,0
880443253128036353,1,0,0,0
880434933658988544,1,1,0,0
880432992757440513,1,0,0,0
880415441646219264,0,0,0,0
880389713970036736,0,0,0,0
880380317844066304,0,0,0,0
880379980223582208,1,0,0,0
880371980033282053,1,0,0,0
880363923710652416,1,0,0,0
880359251193081861,1,1,0,0
880357852342300672,0,0,0,0
880355356127481856,1,1,0,1
880349906061238272,0,1,0,1
880349616675356672,1,0,0,0
